image,object_type,object_name,eccentricity,bbox_x,bbox_y,bbox_width,bbox_height,centroid_x,centroid_y
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_1586_3363.png,0.1476576764495586,1586,3363,16,16,1594.0,3371.0
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_3777_3398.png,0.237956676629959,3777,3398,19,19,3786.5,3407.5
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_1899_3492.png,0.2163790341745151,1899,3492,10,10,1904.0,3497.0
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_924_3505.png,0.2076409278296758,924,3505,17,16,932.5,3513.0
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_3163_3740.png,0.2079726034768104,3163,3740,17,16,3171.5,3748.0
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_2416_3776.png,0.2111129983886879,2416,3776,14,15,2423.0,3783.5
Raw_Observation_002_Set1.tiff,star,star_Raw_Observation_002_Set1_1910_4150.png,0.1931750210641874,1910,4150,15,14,1917.5,4157.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1809_188.png,0.1683303398883652,1809,188,14,14,1816.0,195.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2487_504.png,0.1979302221676257,2487,504,11,11,2492.5,509.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1929_532.png,0.2094627505659268,1929,532,12,12,1935.0,538.0
Raw_Observation_003_Set1.tiff,streak,streak_Raw_Observation_003_Set1_1668_689.png,0.9578598334039052,1668,689,18,5,1677.0,691.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1062_764.png,0.1163017707602444,1062,764,19,19,1071.5,773.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3697_888.png,0.1198470352359857,3697,888,13,13,3703.5,894.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1978_947.png,0.1776785387437779,1978,947,10,11,1983.0,952.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3579_958.png,0.4531127914272455,3579,958,11,12,3584.5,964.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3516_967.png,0.3544484423104995,3516,967,10,11,3521.0,972.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2889_971.png,0.1802145950779665,2889,971,12,12,2895.0,977.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3458_1083.png,0.2648249355714195,3458,1083,11,10,3463.5,1088.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3448_1147.png,0.1269921031270894,3448,1147,13,12,3454.5,1153.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2353_1194.png,0.2753833599349214,2353,1194,10,11,2358.0,1199.5
Raw_Observation_003_Set1.tiff,streak,streak_Raw_Observation_003_Set1_1387_1377.png,0.9821891173014332,1387,1377,98,28,1436.0,1391.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_191_1383.png,0.2111129983886874,191,1383,15,14,198.5,1390.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3292_1429.png,0.268139302048869,3292,1429,12,12,3298.0,1435.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1242_1435.png,0.2752693505653315,1242,1435,12,12,1248.0,1441.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2470_1653.png,0.1932303744138853,2470,1653,12,11,2476.0,1658.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2177_1959.png,0.2008187952342538,2177,1959,10,10,2182.0,1964.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3227_2459.png,0.2145458244705866,3227,2459,13,13,3233.5,2465.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_678_2494.png,0.3640487281069278,678,2494,12,13,684.0,2500.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3472_2595.png,0.3555465100381695,3472,2595,9,10,3476.5,2600.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1568_2642.png,0.1849104707654099,1568,2642,15,14,1575.5,2649.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_186_2740.png,0.2337827882205866,186,2740,15,15,193.5,2747.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2519_2773.png,0.1555888970701777,2519,2773,20,20,2529.0,2783.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1371_2901.png,0.3434246605446923,1371,2901,14,13,1378.0,2907.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_4072_3196.png,0.1531822817546864,4072,3196,10,10,4077.0,3201.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1808_3278.png,0.179439189805187,1808,3278,12,11,1814.0,3283.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1585_3364.png,0.1476576764495586,1585,3364,16,16,1593.0,3372.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3776_3399.png,0.1183875411765184,3776,3399,20,19,3786.0,3408.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1898_3493.png,0.1551587525303717,1898,3493,10,10,1903.0,3498.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_923_3506.png,0.2047513800214878,923,3506,17,16,931.5,3514.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_3162_3741.png,0.1259452047228199,3162,3741,17,16,3170.5,3749.0
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_2415_3777.png,0.2864835589920188,2415,3777,14,15,2422.0,3784.5
Raw_Observation_003_Set1.tiff,star,star_Raw_Observation_003_Set1_1908_4150.png,0.133905564733275,1908,4150,16,16,1916.0,4158.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1810_188.png,0.2403880815972882,1810,188,14,14,1817.0,195.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2487_504.png,0.3093943206688805,2487,504,12,12,2493.0,510.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1929_531.png,0.2352498152151524,1929,531,13,13,1935.5,537.5
Raw_Observation_004_Set1.tiff,streak,streak_Raw_Observation_004_Set1_1709_689.png,0.960679310874675,1709,689,18,5,1718.0,691.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1063_764.png,0.2422763597081983,1063,764,19,18,1072.5,773.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3697_888.png,0.1439590925184076,3697,888,13,13,3703.5,894.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1978_947.png,0.2951867497349225,1978,947,11,10,1983.5,952.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3579_958.png,0.4790566686299554,3579,958,12,12,3585.0,964.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3378_964.png,0.3915817034586055,3378,964,10,9,3383.0,968.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3516_967.png,0.1194789305062459,3516,967,11,11,3521.5,972.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2890_971.png,0.1748177453038579,2890,971,12,12,2896.0,977.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3459_1083.png,0.2088454134074505,3459,1083,10,11,3464.0,1088.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3449_1147.png,0.2309506299966161,3449,1147,13,13,3455.5,1153.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2353_1194.png,0.0559086884603946,2353,1194,11,11,2358.5,1199.5
Raw_Observation_004_Set1.tiff,streak,streak_Raw_Observation_004_Set1_1559_1355.png,0.9834890144485816,1559,1355,100,28,1609.0,1369.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_191_1382.png,0.268292025826946,191,1382,15,15,198.5,1389.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3293_1429.png,0.2784560462563074,3293,1429,11,12,3298.5,1435.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1243_1434.png,0.0730477130336501,1243,1434,12,12,1249.0,1440.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2471_1653.png,0.1932303744138853,2471,1653,12,11,2477.0,1658.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2178_1958.png,0.2039065356718593,2178,1958,10,11,2183.0,1963.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3227_2460.png,0.2403873227373475,3227,2460,13,13,3233.5,2466.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_679_2494.png,0.400666553364596,679,2494,11,12,684.5,2500.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3472_2595.png,0.2605781753263683,3472,2595,10,10,3477.0,2600.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1569_2642.png,0.0956227913341579,1569,2642,14,14,1576.0,2649.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_187_2740.png,0.1825778818824052,187,2740,14,14,194.0,2747.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2520_2773.png,0.1587667805377366,2520,2773,20,20,2530.0,2783.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1372_2901.png,0.3509165852374882,1372,2901,14,13,1379.0,2907.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1809_3278.png,0.1451386027694599,1809,3278,12,11,1815.0,3283.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1586_3365.png,0.2509764914388513,1586,3365,16,15,1594.0,3372.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3778_3399.png,0.0691753258168459,3778,3399,19,19,3787.5,3408.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1899_3493.png,0.2675862412900976,1899,3493,10,10,1904.0,3498.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_924_3505.png,0.2096262866608711,924,3505,17,17,932.5,3513.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_3163_3741.png,0.2411985578022993,3163,3741,17,16,3171.5,3749.0
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_2416_3777.png,0.2111129983886879,2416,3777,14,15,2423.0,3784.5
Raw_Observation_004_Set1.tiff,star,star_Raw_Observation_004_Set1_1910_4151.png,0.160375393479729,1910,4151,14,14,1917.0,4158.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1811_188.png,0.2161744080317953,1811,188,14,14,1818.0,195.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2488_504.png,0.1542271084734645,2488,504,12,12,2494.0,510.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1930_532.png,0.0236952895155498,1930,532,12,12,1936.0,538.0
Raw_Observation_005_Set1.tiff,streak,streak_Raw_Observation_005_Set1_1750_689.png,0.9624013109420596,1750,689,19,5,1759.5,691.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1064_764.png,0.2422763597081977,1064,764,18,19,1073.0,773.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3698_889.png,0.1652266330768623,3698,889,13,13,3704.5,895.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1979_947.png,0.2072507032741364,1979,947,11,11,1984.5,952.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3580_959.png,0.4652174175019917,3580,959,12,11,3586.0,964.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3378_964.png,0.2769311045619319,3378,964,10,10,3383.0,969.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3517_967.png,0.0624254789223078,3517,967,11,11,3522.5,972.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2890_971.png,0.1331701918227165,2890,971,12,13,2896.0,977.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3459_1083.png,0.0,3459,1083,11,11,3464.5,1088.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3449_1147.png,0.2556472537364959,3449,1147,13,13,3455.5,1153.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2354_1195.png,0.0,2354,1195,10,10,2359.0,1200.0
Raw_Observation_005_Set1.tiff,streak,streak_Raw_Observation_005_Set1_1734_1333.png,0.9834320463979048,1734,1333,101,28,1784.5,1347.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_192_1383.png,0.2691740655610286,192,1383,15,14,199.5,1390.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3293_1430.png,0.3087557492928949,3293,1430,12,11,3299.0,1435.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1243_1435.png,0.1861579661631781,1243,1435,12,12,1249.0,1441.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2471_1653.png,0.2550568087972992,2471,1653,12,12,2477.0,1659.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2179_1959.png,0.1551587525303703,2179,1959,10,10,2184.0,1964.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3228_2460.png,0.1133742988802953,3228,2460,13,13,3234.5,2466.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_680_2495.png,0.0699508675664124,680,2495,11,11,685.5,2500.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3473_2595.png,0.1685480701855876,3473,2595,10,10,3478.0,2600.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1570_2642.png,0.1683303398883649,1570,2642,14,14,1577.0,2649.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_188_2740.png,0.1974540261565,188,2740,14,14,195.0,2747.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2520_2773.png,0.1382815832866092,2520,2773,21,20,2530.5,2783.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1373_2902.png,0.3642712989238271,1373,2902,13,12,1379.5,2908.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1809_3278.png,0.2413994085041491,1809,3278,12,11,1815.0,3283.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1587_3365.png,0.1330352279501726,1587,3365,15,15,1594.5,3372.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3777_3400.png,0.2305112490970433,3777,3400,19,19,3786.5,3409.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1899_3493.png,0.2675862412900965,1899,3493,10,10,1904.0,3498.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_924_3506.png,0.0896217223949557,924,3506,17,16,932.5,3514.0
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_3163_3741.png,0.1330458494630654,3163,3741,17,17,3171.5,3749.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_2416_3777.png,0.0652462914008731,2416,3777,15,15,2423.5,3784.5
Raw_Observation_005_Set1.tiff,star,star_Raw_Observation_005_Set1_1910_4151.png,0.160375393479729,1910,4151,14,14,1917.0,4158.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1812_187.png,0.2070622943209225,1812,187,14,14,1819.0,194.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2489_504.png,0.3087557492928949,2489,504,12,11,2495.0,509.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1931_531.png,0.122945787822553,1931,531,12,12,1937.0,537.0
Raw_Observation_006_Set1.tiff,streak,streak_Raw_Observation_006_Set1_1791_689.png,0.9614997898945008,1791,689,19,5,1800.5,691.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1065_763.png,0.0205449455828573,1065,763,18,18,1074.0,772.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3699_888.png,0.1871358244900254,3699,888,13,13,3705.5,894.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1980_946.png,0.3069362664401935,1980,946,10,11,1985.0,951.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3581_959.png,0.4375924194854975,3581,959,11,11,3586.5,964.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3518_967.png,0.2088454134074505,3518,967,10,11,3523.0,972.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2891_971.png,0.0,2891,971,12,12,2897.0,977.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3460_1083.png,0.2681303124219672,3460,1083,10,10,3465.0,1088.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3450_1147.png,0.2205467464118931,3450,1147,13,12,3456.5,1153.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2355_1194.png,0.2244623611837199,2355,1194,10,10,2360.0,1199.0
Raw_Observation_006_Set1.tiff,streak,streak_Raw_Observation_006_Set1_1912_1312.png,0.9845911769732107,1912,1312,102,27,1963.0,1325.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_193_1381.png,0.2474682755653112,193,1381,14,15,200.0,1388.5
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_3294_1429.png,0.1794391898051876,3294,1429,11,12,3299.5,1435.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_1244_1434.png,0.2550568087972992,1244,1434,12,12,1250.0,1440.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2472_1652.png,0.304372425896136,2472,1652,12,12,2478.0,1658.0
Raw_Observation_006_Set1.tiff,star,star_Raw_Observation_006_Set1_2179_1958.png,0.260572228110963,2179,1958,10,10,2184.0,1963.0
